DATE,OPEN,HIGH,LOW,CLOSE,CHG_PCT,VOL,AMT,TRN_RT
2018-01-02,42.68,42.68,42.68,42.68,9.99,2711787,116715312.48,2.71
2018-01-03,44.62,46.61,41.67,44.19,3.53,52637692,2333228464.94,52.64
2018-01-04,43.03,47.6,42.79,45.77,3.59,42305881,1933484554.29,42.31
2018-01-05,45.73,47.1,43.13,43.26,-5.48,33276478,1497286565.2,33.28
2018-01-08,47.49,47.59,45.99,47.59,9.99,39215531,1866861550.84,39.22
2018-01-09,47.6,48.34,43.96,44.76,-5.94,39137766,1804919012.14,39.14
2018-01-10,43.31,44.26,41.92,42.85,-4.28,25985386,1127222493,25.99
2018-01-11,42.35,44.42,41.16,43.39,1.27,20958194,914654991.47,20.96
2018-01-12,42.59,43.38,41.29,41.36,-4.68,17627767,747991387.28,17.63
2018-01-15,40.66,40.66,38.19,38.85,-6.07,17985334,713946683.96,17.99
2018-01-16,38.58,39.86,38.57,39.13,0.71,11337990,450260813.67,11.34
2018-01-17,38.84,40.13,38.36,39.62,1.27,11872504,470895022.85,11.87
2018-01-18,39.26,39.63,38.67,38.67,-2.4,9097112,358078842.66,9.1
2018-01-19,38.68,39.63,38.57,38.93,0.67,8838998,348178131.35,8.84
2018-01-22,39.32,39.32,37.18,37.94,-2.55,9444600,363716201.84,9.44
2018-01-23,37.98,39.54,37.98,39.16,3.21,10352884,407670591.11,10.35
2018-01-24,38.97,40.54,38.67,39.73,1.47,11719914,470900443.32,11.72
2018-01-25,39.86,40.46,39.27,39.49,-0.62,10252473,412524895.28,10.25
2018-01-26,39.18,39.41,38,38.57,-2.31,10778773,418542080.3,10.78
2018-01-29,38.36,38.66,37.3,37.72,-2.21,6969365,266362007.34,6.97
2018-01-30,37.34,38.17,37.26,38.01,0.76,5478635,208903738.21,5.48
2018-01-31,37.68,37.68,35.18,35.25,-7.25,9795628,358256831.04,9.8
2018-02-01,35.5,35.85,33,33.31,-5.51,10228518,351409183.48,10.23
2018-02-02,33.14,33.89,31.73,33.64,1.01,7591048,254146094.17,7.59
2018-02-05,32.8,34.42,32.75,33.05,-1.77,4965952,168700320.09,4.97
2018-02-06,31.84,33.64,31.75,32.34,-2.16,7713446,254781764.46,7.71
2018-02-07,33.22,35.56,32.25,34.4,6.38,10235023,348568811.48,10.23
2018-02-08,34.28,36.59,34,35.19,2.31,8558343,305538238.3,8.56
2018-02-09,33.97,35.24,33.05,34.14,-2.99,7275111,251357571.47,7.28
2018-02-12,34.71,36.19,34.71,35.66,4.44,7150952,256808895.61,7.15
2018-02-13,35.46,37.38,35.45,36.66,2.81,9910652,363722700.65,9.91
2018-02-14,36.87,37.07,35.71,35.86,-2.19,4999191,181975968,5
2018-02-22,36.69,37.09,35.85,36.22,1.02,6412284,234756410.82,6.41
2018-02-23,35.84,36.18,35.21,35.7,-1.45,5806720,208697174.77,5.81
2018-02-26,36.65,37.56,36.19,37.12,3.97,9521777,354618690.32,9.52
2018-02-27,36.79,37.93,36.54,36.83,-0.77,8971354,336839537.78,8.97
2018-02-28,36.39,37.78,35.39,36.54,-0.78,8167695,303152280.99,8.17
2018-03-01,36,37.32,36,37.04,1.36,6519493,241844022.95,6.52
