DATE,OPEN,HIGH,LOW,CLOSE,CHG_PCT,VOL,AMT,TRN_RT
2018-01-02,5.33,5.36,5.3,5.33,0,19645012,106485745.85,0.66
2018-01-03,5.33,5.42,5.32,5.4,1.29,30537403,167567532.71,1.02
2018-01-04,5.45,5.46,5.39,5.43,0.55,22792740,125860219.9,0.76
2018-01-05,5.43,5.43,5.37,5.4,-0.54,14777335,81275578.59,0.49
2018-01-08,5.4,5.43,5.39,5.41,0.18,12803984,70536937.56,0.43
2018-01-09,5.39,5.41,5.36,5.38,-0.54,11620092,63729237.21,0.39
2018-01-10,5.37,5.38,5.32,5.35,-0.55,12380532,67469192.39,0.41
2018-01-11,5.33,5.36,5.32,5.36,0.18,8591665,46732790.11,0.29
2018-01-12,5.36,5.36,5.31,5.33,-0.55,8925499,48445621.57,0.3
2018-01-15,5.33,5.33,5.21,5.23,-1.84,17347833,93148001.06,0.58
2018-01-16,5.22,5.27,5.18,5.24,0.19,14949205,79590267.66,0.5
2018-01-17,5.22,5.3,5.19,5.28,0.75,12056493,64426410.53,0.4
2018-01-18,5.28,5.31,5.26,5.28,0,10030425,53996426.77,0.34
2018-01-19,5.29,5.29,5.25,5.27,-0.19,10546879,56678706.13,0.35
2018-01-22,5.26,5.31,5.22,5.3,0.56,11437308,61515775.56,0.38
2018-01-23,5.31,5.34,5.29,5.31,0.19,11871234,64216412.17,0.4
2018-01-24,5.3,5.33,5.28,5.33,0.37,11659226,62984170.59,0.39
2018-01-25,5.32,5.34,5.31,5.31,-0.37,11281409,61224073.81,0.38
2018-01-26,5.3,5.32,5.25,5.27,-0.74,15358623,82637304.84,0.51
2018-01-29,5.27,5.31,5.25,5.27,0,13382800,71963341.2,0.45
2018-01-30,5.27,5.28,5.23,5.24,-0.56,9890098,52949782.24,0.33
2018-01-31,5.23,5.24,5.19,5.2,-0.75,10760218,57150196.21,0.36
2018-02-01,5.19,5.21,5.05,5.05,-2.83,18506180,96702685.9,0.62
2018-02-02,5.05,5.06,4.95,5.01,-0.78,16095064,82075057.64,0.54
2018-02-05,4.96,5.02,4.94,5.01,0,9419738,47889270.36,0.32
2018-02-06,4.95,4.97,4.73,4.73,-5.68,24629758,122400629.14,0.82
2018-02-07,4.83,4.85,4.67,4.75,0.41,14100597,68601133.23,0.47
2018-02-08,4.75,4.85,4.74,4.83,1.65,13910793,68204773.19,0.47
2018-02-09,4.76,4.78,4.62,4.66,-3.46,18786845,89753693.98,0.63
2018-02-12,4.68,4.74,4.67,4.73,1.47,7722243,37075387.55,0.26
2018-02-13,4.73,4.8,4.72,4.77,0.83,8289349,40274332.02,0.28
