DATE,OPEN,HIGH,LOW,CLOSE,CHG_PCT,VOL,AMT,TRN_RT
2018-01-02,23.12,23.36,23.12,23.21,0.43,1815200,42884566,0.27
2018-01-03,23.34,24.25,23.26,23.92,3.05,4960508,120272023.36,0.74
2018-01-04,23.73,23.84,23.5,23.62,-1.28,2487054,59738529.31,0.37
2018-01-05,23.64,23.7,23.44,23.59,-0.13,2064054,49471644.22,0.31
2018-01-08,23.62,23.62,23.38,23.44,-0.63,1773587,42288692.98,0.27
2018-01-09,23.45,23.62,23.35,23.41,-0.13,1263508,30127370.09,0.19
2018-01-10,23.27,23.55,22.98,23.02,-1.64,2477725,58388470.25,0.37
2018-01-11,23.29,23.54,23.12,23.48,1.97,2085193,49595526.14,0.31
2018-01-12,23.47,23.69,23.12,23.13,-1.47,1935844,45963396.97,0.29
2018-01-15,23.12,23.13,22.35,22.45,-2.93,2767985,63800148.92,0.41
2018-01-16,22.48,22.87,22.43,22.62,0.75,1595030,36613259.5,0.24
2018-01-17,22.67,22.78,22.44,22.76,0.61,1564807,35976044.69,0.23
2018-01-18,22.81,22.83,22.54,22.57,-0.82,1206639,27785424.36,0.18
2018-01-19,22.48,22.76,22.48,22.5,-0.31,1215630,27901541.13,0.18
2018-01-22,22.5,23.25,22.34,22.91,1.79,2615230,60911048.46,0.39
2018-01-23,22.91,23.02,22.65,22.72,-0.82,1765038,40866225.59,0.26
2018-01-24,22.73,23.37,22.49,23.19,2.08,3305799,77403956.35,0.5
2018-01-25,23.1,23.51,22.85,22.88,-1.36,2638868,62089605.34,0.4
2018-01-26,22.93,23.35,22.79,23.09,0.95,2463417,57921237.64,0.37
2018-01-29,23.15,23.28,22.99,23.15,0.26,2121212,49860210.84,0.32
2018-01-30,23.12,23.26,22.7,22.78,-1.62,1437863,33556166.7,0.22
2018-01-31,22.72,22.72,21.88,21.91,-3.8,3218854,72228641.45,0.48
2018-02-01,21.84,22.09,20.97,21.06,-3.91,1949755,42753401.85,0.29
2018-02-02,21.16,21.4,20.77,21.25,0.93,1347184,29038341.6,0.2
2018-02-05,21.07,21.21,20.71,20.96,-1.39,1096900,23402602,0.16
2018-02-06,20.74,20.74,18.86,18.87,-9.95,3918405,77700833.71,0.59
2018-02-07,19.29,19.39,18.11,18.79,-0.42,2496512,47772230.18,0.37
2018-02-08,18.83,19.14,18.81,19,1.1,1401447,27062978.75,0.21
2018-02-09,18.6,18.76,17.71,17.84,-6.11,2815141,51936465.23,0.42
2018-02-12,17.91,18.48,17.91,18.32,2.7,1836424,34189568.68,0.28
2018-02-13,18.6,18.89,18.49,18.71,2.09,1811755,34492325.1,0.27
2018-02-14,18.56,18.73,18.4,18.62,-0.47,1055900,19980762.15,0.16
2018-02-22,18.71,19.08,18.71,19.01,2.11,1194501,22989618.26,0.18
2018-02-23,19.05,19.88,19.05,19.36,1.86,2106516,41597018.68,0.32
2018-02-26,19.39,19.75,19.27,19.6,1.22,1629924,32355325.5,0.24
2018-02-27,19.67,19.74,19.3,19.58,-0.1,1474211,29233652.3,0.22
2018-02-28,19.48,19.56,19.21,19.46,-0.6,1234852,24357048.06,0.19
2018-03-01,19.45,20.05,19.32,19.87,2.07,2049039,41161286.53,0.31
2018-03-02,19.86,20.08,19.45,19.51,-1.78,1740707,34961835.91,0.26
2018-03-05,19.5,19.91,19.49,19.73,1.11,1373342,27469333.43,0.21
2018-03-06,19.75,20.36,19.74,20.25,2.64,2861099,58409848.72,0.43
2018-03-07,20.17,20.33,19.81,19.84,-2.04,2107074,42968204.27,0.32
2018-03-08,19.84,20.41,19.8,20.3,2.33,2689710,55004538.77,0.4
2018-03-09,20.29,20.72,20.17,20.5,0.97,3321156,69012213.13,0.5
2018-03-12,20.4,21.25,20.4,20.85,1.73,2734990,58089641.87,0.41
2018-03-13,20.89,21.63,20.89,21.27,2.03,4154751,90173812.7,0.62
2018-03-14,21.33,21.34,20.48,20.57,-3.28,3115007,65859036.67,0.47
2018-03-15,20.52,20.57,19.98,20.4,-0.86,2088437,43060346.9,0.31
2018-03-16,20.29,20.63,20.19,20.22,-0.87,1329027,27536780.01,0.2
