DATE,OPEN,HIGH,LOW,CLOSE,CHG_PCT,VOL,AMT,TRN_RT
2018-01-02,14.74,14.95,14.74,14.86,0.87,2384242,35722036,0.42
2018-01-03,14.86,14.94,14.81,14.89,0.2,2878011,43207483,0.51
2018-01-04,14.9,15.01,14.84,14.96,0.47,2765810,41742273,0.49
2018-01-05,14.95,15,14.88,14.94,-0.13,2311423,34805917,0.41
2018-01-08,14.92,15.29,14.91,15.26,2.12,4726145,72056556,0.84
2018-01-09,15.27,15.27,14.96,15.11,-0.97,2955379,45054212,0.52
2018-01-10,15.06,15.17,14.85,14.89,-1.44,2639334,39832982,0.47
2018-01-11,14.86,15.03,14.83,14.95,0.4,2197898,33119965,0.39
2018-01-12,14.95,15,14.86,14.92,-0.2,1265500,19054065,0.22
2018-01-15,14.91,15.06,14.7,14.88,-0.27,1985083,29888208,0.35
2018-01-16,14.88,14.94,14.66,14.76,-0.8,2077307,31009492,0.37
2018-01-17,14.77,14.86,14.68,14.79,0.2,2302627,34324371,0.41
2018-01-18,14.74,14.81,14.73,14.76,-0.2,1350341,20130296,0.24
2018-01-19,14.78,14.86,14.72,14.82,0.4,1561739,23338756,0.28
2018-01-22,14.85,15.11,14.73,15.08,1.74,2793131,42166365,0.49
2018-01-23,15.06,15.14,14.97,15.02,-0.39,1376994,20886549,0.24
2018-01-24,15.04,15.2,14.94,15.12,0.66,2134893,32517929,0.38
2018-01-25,15.12,15.34,15.06,15.24,0.79,3415650,52517152,0.6
2018-01-26,15.16,15.31,15.07,15.08,-1.04,1675055,25618246,0.3
2018-01-29,15.03,15.11,14.72,14.77,-2.04,2769721,41576090,0.49
2018-01-30,14.72,14.83,14.7,14.78,0.07,1827384,27218391,0.32
2018-01-31,14.77,14.77,14.47,14.68,-0.67,4382827,64591135,0.77
2018-02-01,14.66,14.8,14.28,14.38,-2.09,2268346,33144093,0.4
2018-02-02,14.33,14.51,14.12,14.4,0.14,1564267,22685476,0.28
2018-02-05,14.18,14.4,14.18,14.3,-0.69,853100,12315630,0.15
2018-02-06,14.16,14.21,13.43,13.45,-5.89,3015601,42157768,0.53
2018-02-07,13.67,13.74,12.68,12.85,-4.49,3699817,48966101,0.65
2018-02-08,12.87,13.23,12.39,13.17,2.47,2014561,26491765,0.36
2018-02-09,12.87,13.03,12.46,12.79,-2.86,2244200,28976445,0.4
2018-02-12,12.56,13.07,12.56,12.91,0.93,1544000,20059787,0.27
2018-02-13,12.93,13.1,12.83,12.95,0.31,1320621,17284725,0.23
2018-02-14,12.89,12.99,12.82,12.84,-0.84,1526900,19890772,0.27
2018-02-22,12.86,13.02,12.84,12.97,1,1071800,14026587,0.19
2018-02-23,13.09,13.3,12.96,13.15,1.38,1439500,19127560,0.25
2018-02-26,13.17,13.39,13.17,13.36,1.58,1628213,21858192,0.29
2018-02-27,13.33,13.43,13.26,13.34,-0.15,1128103,15196321,0.2
2018-02-28,13.2,13.47,13.2,13.33,-0.07,1055000,14229555,0.19
2018-03-01,13.24,13.55,13.24,13.54,1.64,1297387,17615887,0.23
2018-03-02,13.47,13.51,13.26,13.33,-1.61,1355095,18305091,0.24
