DATE,OPEN,HIGH,LOW,CLOSE,CHG_PCT,VOL,AMT,TRN_RT
2018-01-02,10.51,10.51,10.33,10.49,-0.09,17145550,183569844,0.96
2018-01-03,10.48,10.6,10.45,10.59,0.93,22329620,241387977,1.26
2018-01-04,10.55,10.63,10.5,10.56,-0.28,16309787,176949283,0.92
2018-01-05,10.55,10.76,10.52,10.7,1.29,24903882,271949262,1.4
2018-01-08,10.65,10.76,10.61,10.72,0.18,23052424,252796714,1.3
2018-01-09,10.74,10.76,10.5,10.54,-1.64,18691699,203276191,1.05
2018-01-10,10.48,10.89,10.44,10.87,3.14,38403970,421365681,2.16
2018-01-11,10.83,11.14,10.68,10.99,1.08,42714223,477772175,2.4
2018-01-12,10.99,11.34,10.99,11.02,0.27,50013219,573616774,2.81
2018-01-15,10.89,10.91,10.52,10.54,-4.33,32547429,356553554,1.83
2018-01-16,10.6,11.59,10.53,11.59,9.98,79200827,913669310,4.46
2018-01-17,11.5,12.34,11.34,11.7,0.92,100337819,1213241792,5.64
2018-01-18,11.52,11.68,11.34,11.51,-1.67,46490642,547788028,2.62
2018-01-19,11.52,11.6,11.21,11.34,-1.44,41540164,486072541,2.34
2018-01-22,11.29,11.54,11.16,11.44,0.86,34533046,404835508,1.94
2018-01-23,11.5,11.91,11.41,11.8,3.15,54470379,653434013,3.06
2018-01-24,11.7,11.72,11.45,11.62,-1.49,31743029,377150116,1.79
2018-01-25,11.54,11.85,11.49,11.62,0,31166518,373664536,1.75
2018-01-26,11.58,12.17,11.57,11.96,2.93,45618401,560454577,2.57
2018-01-29,11.96,12.3,11.79,12.07,0.9,40872669,505288472,2.3
2018-01-30,12.03,12.03,11.81,11.92,-1.21,23349366,284870904,1.31
2018-01-31,11.84,11.86,11.42,11.51,-3.51,30414986,361133320,1.71
2018-02-01,11.5,11.69,11.19,11.32,-1.61,29168270,342284797,1.64
2018-02-02,11.18,11.24,10.59,11.09,-2.07,29781625,335168076,1.68
2018-02-05,11.09,11.54,11.01,11.3,1.93,39684595,461624291,2.23
2018-02-06,11.01,11.05,10.26,10.3,-8.88,42512845,467772704,2.39
2018-02-07,10.57,10.78,10.32,10.38,0.76,28790848,311504697,1.62
2018-02-08,10.4,10.56,10.35,10.5,1.22,16585745,178238839,0.93
2018-02-09,10.2,10.24,9.55,9.74,-7.24,30238374,307721613,1.7
2018-02-12,9.81,9.99,9.72,9.86,1.2,15167826,153235132,0.85
2018-02-13,9.92,9.97,9.74,9.78,-0.79,19457205,197077775,1.09
2018-02-14,9.78,9.84,9.66,9.71,-0.7,13601640,135938403,0.77
2018-02-22,9.87,10.05,9.81,10.03,3.31,19126266,195853571,1.08
2018-02-23,10.02,10.5,9.94,10.35,3.11,28455946,297581233,1.6
2018-02-26,10.33,10.57,10.22,10.47,1.22,24378435,260549426,1.37
2018-02-27,10.48,10.59,10.3,10.55,0.74,21062892,225548980,1.18
