DATE,OPEN,HIGH,LOW,CLOSE,CHG_PCT,VOL,AMT,TRN_RT
2018-01-02,,,,14.73,0,0,0,0
2018-01-03,,,,14.73,0,0,0,0
2018-01-04,,,,14.73,0,0,0,0
2018-01-05,,,,14.73,0,0,0,0
2018-01-08,,,,14.73,0,0,0,0
2018-01-09,,,,14.73,0,0,0,0
2018-01-10,,,,14.73,0,0,0,0
2018-01-11,,,,14.73,0,0,0,0
2018-01-12,,,,14.73,0,0,0,0
2018-01-15,,,,14.73,0,0,0,0
2018-01-16,,,,14.73,0,0,0,0
2018-01-17,,,,14.73,0,0,0,0
2018-01-18,,,,14.73,0,0,0,0
2018-01-19,,,,14.73,0,0,0,0
2018-01-22,,,,14.73,0,0,0,0
2018-01-23,,,,14.73,0,0,0,0
2018-01-24,,,,14.73,0,0,0,0
2018-01-25,,,,14.73,0,0,0,0
2018-01-26,,,,14.73,0,0,0,0
2018-01-29,,,,14.73,0,0,0,0
2018-01-30,,,,14.73,0,0,0,0
2018-01-31,,,,14.73,0,0,0,0
2018-02-01,,,,14.73,0,0,0,0
2018-02-02,,,,14.73,0,0,0,0
2018-02-05,,,,14.73,0,0,0,0
2018-02-06,,,,14.73,0,0,0,0
2018-02-07,,,,14.73,0,0,0,0
2018-02-08,,,,14.73,0,0,0,0
2018-02-09,,,,14.73,0,0,0,0
2018-02-12,,,,14.73,0,0,0,0
2018-02-13,,,,14.73,0,0,0,0
2018-02-14,,,,14.73,0,0,0,0
2018-02-22,,,,14.73,0,0,0,0
2018-02-23,,,,14.73,0,0,0,0
2018-02-26,,,,14.73,0,0,0,0
2018-02-27,,,,14.73,0,0,0,0
2018-02-28,,,,14.73,0,0,0,0
2018-03-01,,,,14.73,0,0,0,0
2018-03-02,,,,14.73,0,0,0,0
2018-03-05,,,,14.73,0,0,0,0
2018-03-06,,,,14.73,0,0,0,0
2018-03-07,14.92,16.16,14.92,15.65,6.26,34289445,535663712.85,3.77
