symbol,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_117,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_136,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_143,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_149,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191,Col_sum
Row_sum,0.009175850921146058,0.003947331473747808,0.007443939394773376,0.000854370376845474,0.0111286014603906,0.008266107131331309,0.005388851654709583,0.0076310094249127484,0.0008717439360036704,0.005457732734435609,0.008421917703302586,0.0013455951718507836,0.013733054816585587,0.009090469657071486,0.009250957879031588,0.0,2.9110391708248713e-05,0.009572656457885735,0.009143896030128329,0.00926204292465454,0.0113049321682717,0.010010571099374031,0.009990034055037384,0.009459394578510362,0.011499263934652663,0.0049154414621769725,0.002778597208958613,0.008231480170541925,0.012113908302225205,0.0,0.009812214003192763,0.007899712738809895,0.0014855990501372446,0.0035868288794349023,0.0018787474753426676,0.0063499391185868675,0.01056597115405284,0.0007601732338476965,0.005009501559024232,0.0051189229527617884,0.011424508926461971,0.0,0.0091672575769295,0.0049706365036448425,0.003456749648253163,0.004219392593170547,0.007064516725019724,0.0065829434973345615,0.01090117353694246,0.0030073649459378773,0.003007364945937878,0.000905109632903855,0.007044714793396188,0.007146601164375058,0.00019623417472914762,0.01062529297351078,0.004605416294668153,0.007488088451721822,0.0011154193710348574,0.00613649200777169,0.007608929719350025,0.0,0.0063028719371058745,0.009838553181283871,0.003226184827560864,0.010557522929528329,0.00844674525331776,0.01341454843063485,0.001115062972312602,0.0011536478517019818,0.00895112951325058,0.006837762376499209,0.008050179349448754,0.008487368037043573,0.01012879907048676,0.0017132199628957108,0.004189887461487734,0.010937395293026436,0.007577433451712152,0.0,0.001981989888713504,0.007545185790877059,0.004671425272802334,0.007015862827749382,0.0032206886876563093,0.012014186662407859,0.007548460977323533,0.008668222191108728,0.009644902018948758,0.006797276463876074,0.007849372426898935,0.002731939019160039,0.0016965179178695966,0.008265582978964646,0.0019386166905257136,0.00430208329687964,0.0011787877815837694,0.00528079723953868,0.008453819242202253,0.00169562658169942,0.011847929425257224,0.002656194804369634,0.0021105033988480315,0.0,0.0,0.00968629821749152,0.014285341323364403,0.004427247288862304,0.003489360984579927,0.002446755214977009,0.0022123394593509703,0.0037230117530708882,0.0,0.006651943248260656,0.0,0.002340807745556881,0.002503056933216589,0.0009344555667873326,0.006916709713557409,0.0015963237968003186,0.0075904195842183735,0.011730764974783816,0.008587565553933368,0.0014196227135367368,0.004800277550493204,0.0008413088402507867,0.00346775114683264,0.0,0.0013714132466686485,0.0003880809447383884,0.0008753270514990549,0.0014220887413665744,0.011551835155310466,0.011754578501595413,0.006567587464853378,0.0,0.0006889327746678443,0.006749132852327016,0.0,0.001213467987150762,0.008752918421477393,0.012469800989708813,0.0,0.00030112371611253633,0.0,0.0024209953788522213,0.0018470331275867555,0.010479741014969537,0.004670824692487459,0.0012785373896987901,0.007431881687689382,0.009276115050351528,0.0008598812803594909,0.007816140173664778,0.005783787874497727,0.0052759077805854685,0.007077123376867855,0.0043285148788197066,0.0,0.0015732927570827216,0.0010724310291460712,0.014279668300884197,0.005704105241604142,0.0008437058186259443,0.0,0.009305516453453396,0.0006722421982193202,0.013361982186653387,0.0104604804203232,0.002805149153191361,0.0,0.007720252072974937,0.0009100551916829859,0.001261655854402119,0.0012312634708386335,0.0,0.011725018882489065,0.0070436002657314626,0.003786028008431782,0.013220740520304228,0.00715844210491992,0.0007409750047859678,0.0,0.005023633040030488,0.003384029302325793,0.006864422218725585,0.0006935799580874927,0.0060861439838638155,0.0012624897442826725,0.0,0.0,1.0
600335.XSHG,,,,0.044862835212735735,,0.4850088183421517,0.5637814858008632,0.4623188405797101,0.04470629152643709,0.481178396072013,,0.01705739936586711,0.9530956223440016,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6859785145716973,0.41780700417985817,0.7012961707678838,,0.3342935054371872,0.20622697890098,0.6347389662070517,0.8609676570052397,,0.7996634555546397,0.06451612903225808,0.08796672077922067,0.14125201857129488,,,0.7235098814389624,,,,0.7841191066997518,,,,0.06695150401187656,0.1859003305600757,0.3682954581734389,,,,,,,,3.3755528839359637e-18,0.0,0.3926724769632947,,0.4428202274742063,,,,0.6733213312583398,,0.22476783050181576,0.7181005470294953,0.7392099951634568,0.9556496226106652,,0.0,0.7945987729681079,0.3533822088484105,,,,,,0.8790897569550861,0.7278298605000839,,0.01659183138954732,0.399107937082764,,,,,,0.7925660038728571,0.7337714130719588,,,,,,0.0,0.34422138506693584,0.0,0.3246668833279169,0.6366279069767443,0.0,0.0,0.07189682984423706,,,,0.7188790560471977,0.9227949306775448,0.8369267769019268,0.021751503396814097,,0.2122630426920079,,,,,,0.12890625,,,0.00952454031863568,0.7440665841833153,0.8673419407052266,,0.08619572261827788,0.005688074921560398,0.04529517221684567,0.10418190192623328,,,,0.01990128960356631,0.0,,0.8508137559247954,0.5485989405240018,,0.0,0.7200915855752719,,,,,,,,0.0680110975247387,,0.0,0.2536139090400008,0.0,0.5359806093423869,0.6898975644876556,0.04446691808163157,0.0,0.4274559472391597,,0.5254432042022325,0.0,,0.038695507701566455,0.0,0.9944544752696981,0.4876160990712074,0.006606712532401857,,0.5825908938267947,,,0.747193654566346,,,,0.05178879504727077,0.03396811367316056,0.0,,,0.4703795151016279,,0.9999999801725488,0.3987112351443131,0.12321770215952768,,0.7558578987150416,0.5057971014492755,,0.0,0.0,0.0,,,33.402245749955355
600158.XSHG,,,,0.050122003221832696,,0.4673721340388008,0.5735474417631051,0.4710144927536232,0.053301930569407775,0.45330771602742004,,0.03876309622277365,0.9477403601347693,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6875045476386759,0.4987904589279909,0.7012057752761407,,0.3364950899513995,0.0,0.7121746769302326,0.8609676570052397,,0.799663455554635,,0.09101055194805184,0.1412520185712983,,0.3921724533969432,0.7234516132728243,,,,0.7841191066997518,,,,0.2628132621681807,0.185900330560076,0.2761192780625184,,,,,,,,5.587122014790561e-18,0.0,0.5478018538128442,,0.4846935888488596,,,,0.5494899380899275,,0.22476783050181204,0.7181005470295002,0.7300357112646266,0.9350944227088072,,0.0,0.794598772968104,0.2662371244821041,,0.4526315789473685,,,,0.7474042468039126,0.6859747132551299,,0.014987480117246509,0.3093456988392162,,,,,,0.7925660038728571,0.735636554197879,,,,,,0.0,0.5117090484242182,0.0,0.3383165420864479,0.686046511627907,0.0,,0.05444698023496435,,,,0.7188790560471977,0.8720029270724488,0.9476933984437996,0.018181471919482405,,0.17607978709108818,,,,,0.5279849827076457,0.12890625,,,0.006835310102743552,,0.8597068063002623,,0.08619572261827788,0.0041997720156161525,0.050578286874712435,0.055945828107874,,,,0.2477312529851935,0.0,,0.8508137559247954,0.5441419410651048,,0.0,,,,,,,,,0.06794794496486836,,,0.3100871040986106,0.0,0.5349020133659621,0.7018681380790603,0.049690649784967136,1.0,0.4504263621924939,,0.5188772160210112,0.0,,0.034255684873241696,0.0,0.993214102552612,0.5201238390092878,0.009954493851381314,,0.5825908938267946,,,0.7492397079673273,,,,0.0569903363803706,0.03327984481314018,0.0,,,0.4703795151016279,,0.9999999801725488,0.3987112351454585,0.13620646278603046,,0.3890148652053415,0.5260869565217392,,0.0,0.0,2.4349097430540162e-15,,,33.53422243491381
000566.XSHE,,,,0.05604448971856344,,0.4673721340388008,0.6122125534523487,0.463768115942029,0.055845625396675536,0.4157736189188548,,0.06306003584229393,0.9417096594486968,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6868644518882695,0.4428385055763208,0.7012785599376784,,0.31847164088076496,0.21723244045176315,0.8664429003803031,0.8609676570052397,,0.7996634555546371,,0.10014204545454533,0.1412520185712969,,,0.7234516132728243,,,,0.7841191066997518,,,,0.5014315506698243,0.18590033056007665,0.21371970847245567,,,,,,,,7.449496019720747e-18,,0.8569398268839954,,0.5318482750815773,,,,0.5558458881977297,,0.22476783050181576,0.7181005470294953,0.7041396447007764,0.9759532295559734,,0.0,0.7945987729681047,0.2359619968711535,,,,,,0.8790897569550861,0.6540574324637908,,0.0,0.2658965590663193,,,,,,0.7925660038728571,0.7345532681112906,,,,,,0.0,0.845521630551845,0.0,0.3802404939876504,0.563953488372093,0.0,,0.12051419718356365,,,,0.7188790560471977,0.8898941473750731,0.9334067825540214,0.0,,0.12926068858435347,,,,,0.5279849827076457,0.12890625,,,0.00853710978658082,0.635570683367992,0.8632377788566502,,0.08619572261827788,,0.0565277403182561,0.0,,,,0.028498646712306955,0.0,,0.8508137559247954,0.5457609883521127,,0.0,,,,0.7879188296366211,,,,,0.06786276923610851,,,0.2288696197218614,0.0,0.5367011834251074,0.7062174501151574,0.05557323053196666,0.0,0.39402519359040944,,0.5344714379514117,0.0,,0.0,0.0,0.9921623630587004,0.4953560371517029,0.044035385132099474,,0.5825908938267949,,,0.7484970589179094,,,,0.06311070073851567,0.0,0.0,,,0.4703795151016279,,0.9999999801725488,0.3987112351448858,0.15083344547353378,,0.2554799697656841,0.5202898550724638,,0.0,0.0,0.0,,,33.59452802112401
300197.XSHE,,,,0.020414810954231,,0.44797178130511467,0.5709533207739003,0.4492753623188406,0.035930554107575015,0.35088090882834305,,0.0029768059001929977,0.9779903547761094,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.7915040421641312,0.014130441145347828,0.6743067264454631,,0.33792282615357866,0.18665758653918754,0.4598034831881552,0.8609676570052397,,0.7996634555546254,0.9237536656891496,0.06158685064935052,0.14125201857130604,,,0.7234516132728243,,,0.0,0.7841191066997518,,,,0.013247709888373592,0.21046114888156808,0.6158431641420328,,,,,0.021675398355004132,,0.4938775510204082,5.7617195777527675e-18,1.0,0.0633032612861266,,0.2481656827055473,,,,0.10587816181063994,,0.22476783050180424,0.7181005470295088,0.33227318125577743,0.934787747968638,,0.0,0.7245811301764697,0.5841304623963038,,0.5593448566064607,0.4444444444444444,,,0.8114674679584984,0.2397463322049142,,0.05893778780713067,0.6417655498389336,,,,,,0.7925660038728571,0.6962245899956019,,,,,0.5247046480658119,0.0,0.0,0.0,0.3802404939876504,0.5116279069767441,0.0,0.0,0.11825251140061376,,,,0.7188790560471977,0.9291731989662476,0.3347682149235803,0.06461590150151178,,0.25209304675132793,,,,,0.5279849827076457,0.07409274193548387,,0.3081138339281629,0.05502819563266343,,0.5718830227838568,1.0,0.08619572261827788,,0.020735828401897475,0.1895750649523192,,,,0.02993153956376373,0.0,,0.8508137559247954,0.0897131712424796,,0.0,,,,,,,,,0.01309831374042136,,1.0,0.103035638512148,0.0,0.4414759442929953,0.16131816084611286,0.0204096139017148,0.0,0.3450836498548546,,0.5492449113591594,0.0,,0.22005511075607892,0.0,0.9536199588980016,0.4938080495356037,0.01524197035305196,,0.13382734754071696,,,0.6555937507286432,,,,0.01929013631096492,0.18278653166154685,0.0,,,0.4703795151016279,,0.9999999801725488,0.04444742233930773,0.06283751762551419,,0.7593852355757119,0.4855072463768117,,0.0,0.0,3.1563644817366878e-15,,,34.073438156129185
600751.XSHG,,,,0.025721358855301826,,0.4285714285714287,0.5698643381876539,0.44492753623188414,0.02417393605575598,0.6284779050736498,,0.08363058312655089,0.9725868469613884,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6867889657490419,0.505608036667993,0.7012787246237293,,0.3263451432000547,0.17146905282333802,0.8199001091382763,0.8609676570052397,,0.7996634555546406,0.5263929618768329,0.11130275974025963,0.1412520185712944,,,0.7234321905507781,,,,0.7841191066997518,,,,0.2375313704004807,0.18590033056007724,0.27274695514379904,,,,,0.0,,,6.925703330834134e-18,0.0,0.763673340019125,,0.29041628157006233,,,,0.7539903877777077,,0.2247678305018144,0.7181005470294969,0.7606790030974839,0.9784165158101426,,0.0,0.7945987729680988,0.315194885810961,,,,,,0.8718245523521512,0.7322602879004477,,0.0007756070562234753,0.3760784831241025,,,,,,0.7925660038728571,0.7342813885088978,,,,,,0.0,0.7448111603864982,0.0,0.3802404939876504,0.5959302325581395,0.0,,0.053285170347738636,,,,0.7188790560471977,0.9030444679683214,0.9689292317265216,0.004468158287469868,,0.13496723636773975,,,,,0.5279849827076457,0.12890625,,,0.003707946987439826,0.6711856599224463,0.8634834302449863,,0.08619572261827788,1.0462576671069674e-05,0.026066538687312586,0.538066048296015,,,,0.05353656390618323,0.0,,0.8508137559247954,0.5486514452066495,,0.0,0.5918717801946194,,,,,,,,0.06787889512562098,0.5304592352708434,0.0,0.18689402805982847,0.0,0.5369414823337557,0.7043439354602663,0.02545441710732915,0.0,0.40212327805861536,,0.5238017071569269,0.0,,0.004074380080367459,0.0,0.9945775278769524,0.4845201238390092,0.04521547543660371,,0.5825908938267951,,,0.7483257761665382,,,,0.03162908903125241,0.00320222241729856,0.0,,,0.4703795151016279,,0.9999999801725488,0.3987112351425952,0.07594329411351701,,0.3393801965230538,0.4985507246376813,,0.0,0.0,4.0581829050900266e-16,,,34.38279667732494
300266.XSHE,,,,0.08968421301999457,,0.4462081128747796,0.612302263688287,0.44782608695652176,0.10856296045083122,0.2917993425217714,,0.0352219465122691,0.9074552795518042,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6891212609206837,0.1544755945059292,0.7012597554560845,,0.3402925895675647,0.16601446526470912,0.4809366525044879,0.8609676570052397,,0.7996634555546345,,0.11434659090909086,0.1412520185712983,,,0.7229854679437187,,,,0.7841191066997518,,,,,0.1859003305600757,0.5920987163762103,,,,,,,0.6795918367346939,5.377604939235915e-17,,0.08442898713891529,,0.7996868928834147,,,,0.08087023726022942,,0.22476783050182253,0.7181005470294871,0.30650327145971346,0.8707254559625889,,0.0,0.7945987729681118,0.5692834169620021,,0.6908008027448695,,,,0.743328978282626,0.2166310896370285,,0.00034130513536614665,0.630967620701702,,,,,,0.7925660038728571,0.7660895097445525,,,,,,0.0,0.011353542756013574,0.0,0.3802404939876504,0.7645348837209301,0.0,1.0,0.04252175599568,,,,0.7188790560471977,0.8741272539875058,0.7678094083467826,0.007889314988477811,-0.0,0.16061075751704754,,,,,0.5279849827076457,0.12890625,,,0.015623196572115972,0.5950218840504815,0.8587252449377916,0.0,0.08619572261827788,,0.09032063587758404,0.0,,,,,4.735653510137727e-17,,0.8508137559247954,0.5068823891642785,,0.0,0.6376645678305667,,,0.6914027149321267,,,,,0.0621579641367418,0.5304592352708434,,0.2844290332716247,0.0,0.5147616075142161,0.7449701244779013,0.08898628917492388,0.0,0.3963503568462501,,0.5508864084044649,0.0,,0.04472512646901605,0.0,0.9472257756739704,0.5154798761609907,0.04957298385669216,,0.5825908938267947,,,0.7699127267803566,,,,0.0964383934346238,0.037729802380596984,1.4151418756425022e-16,,,0.4703795151016279,,0.9999999801725488,0.3987112351448858,0.23391470713855256,,0.6114890400604687,0.5333333333333334,,0.0,0.0,6.85382001748538e-15,,,34.47329722843045
600750.XSHG,,,,0.11484293565810658,,0.4973544973544974,0.6053846077170739,0.4695652173913044,0.11162628731263992,0.4927972591889223,,0.010847463468431209,0.8818368630373676,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6856349979723156,0.5954631602900872,0.7018156607819459,,0.33917859926697297,0.16112192927962735,0.8726591503370782,0.8609676570052397,,0.7996634555546391,,0.08695211038961027,0.1412520185712951,,,0.7235293041610085,,,,0.7841191066997518,,,,0.040286663603266056,0.1859003305600751,0.1697515482091527,,,,,,,0.6306122448979592,2.3279675061627345e-17,,0.8684102606946529,,1.0,,,,0.7146059492733293,,0.2247678305018134,0.7181005470294983,0.734012357138602,0.9230055653727444,,0.0,0.7945987729681064,0.18740157589719308,,0.5438596491228069,0.1111111111111111,,,0.8790897569550861,0.7372193931676001,,0.0074291475632359,0.2317909456191046,,,,,,0.7925660038728571,0.7382175277738771,,,,,,0.0,0.857375095761435,0.0,0.2915177120571987,0.5828488372093024,0.0,0.0,0.06177096793755256,,,,0.7188790560471977,0.9289218836398369,0.8341623902435402,0.03352942096599755,,0.1502966547788385,,,,,0.5279849827076457,0.12890625,,,0.011407242681881315,0.5054177457538771,0.8667868539008671,,0.08619572261827788,,0.11559391410575748,0.0,,,,,0.0,,0.8508137559247954,0.5462232484216348,,0.0,0.4324556382369777,,,,,,,,0.0673472341923472,,0.0,0.5368552900948169,0.0,0.5348998663210296,0.708729161458638,0.1139754921881778,,0.4010885681111612,,0.5295469468154957,0.0,,0.06924390613287552,0.0,0.9947135217953164,0.5030959752321981,0.0040151252983981955,,0.5825908938267947,,,0.7507839435037269,,,,0.1216131581748057,0.06804825136638869,0.0,,,0.4703795151016279,,0.9999999801725488,0.3987112351448858,0.2960501295950665,,0.7163013353489543,0.5043478260869566,,0.0,0.0,3.2465463240720212e-15,,,34.604194547266246
600759.XSHG,,,,0.01363948640197101,,0.4514991181657848,0.6270172343331041,0.4579710144927536,0.012591893702034052,0.46688295699781296,,0.018031000137854976,0.9848894763609763,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6859552064790805,0.5986910579755543,0.7012995412990632,,0.33773253899534905,0.1776847343772806,0.9119090402721274,0.8609676570052397,,0.7996634555546349,,0.11181006493506483,0.1412520185712983,,,0.7232962314964557,,,,0.7841191066997518,,,,,0.18590033056007849,0.06861361066585027,,,,,,,,6.118189602133936e-18,,0.9480404260875024,,0.1942207216553181,,,,0.7923081753371014,,0.2247678305018232,0.7181005470294866,0.6884162406982494,0.9898220118895974,,0.0,0.7945987729681036,0.12073771955908245,,0.5157894736842106,,,,0.8757421188859501,0.7419026175616027,,0.01156789525130324,0.1746683374404619,,,,,,0.7925660038728571,0.7351516808673318,,,,,,0.0,0.943888809299762,0.0,0.3578160545986352,0.5872093023255812,0.0,,0.08276398681971771,,,,0.7188790560471977,0.8992415854596829,0.8476595128277598,0.018155345427324214,,0.12626083046736572,,,,,,0.12890625,,0.5336261121351014,0.011906566932848145,,0.8727476692822802,0.0,0.08619572261827788,,0.01392965366248354,0.6765567234885292,,,,0.18181818181818185,0.0,,0.8508137559247954,0.5439485048617602,,0.0,0.4063537492844877,,,,,,,,0.06672555426671223,0.5304592352708434,0.0,0.2796062468834788,0.0,0.5357118297989052,0.6951771952004001,0.013453952383450148,1.0,0.4442199593797075,,0.5155942219304005,0.0,,0.01021740358509856,0.0,0.9948402922633384,0.4814241486068112,0.08484456280355437,,0.5825908938267951,,,0.7485313665032273,,,,0.018105416096710774,0.009278292689090663,0.0,,,0.4703795151016279,,0.9999999801725488,0.3987112351448858,0.04610424943101033,,0.5356512975560597,0.5637681159420291,,0.0,0.0,1.48800039853301e-15,,,34.763343305664826
600022.XSHG,,,,0.004542547142992501,,0.4779541446208114,0.6079637770002889,0.4666666666666666,0.0047878640822351685,0.2569558101472995,,0.009800627240143368,0.994152632614784,0.6219557886849006,0.7192516329015824,,1.1554922092946379e-42,0.6536382801255728,,0.7623173369829147,,0.6892776515094101,0.2688379781300205,0.7012662957938571,,0.3349098696545673,0.24826550587977864,0.6890393035419012,0.8609676570052397,,0.7996634555546371,0.9193548387096776,0.10825892857142844,0.1412520185712969,,0.26530612244897955,0.7233933451066861,,,,0.7841191066997518,,,,0.3348414690184157,0.18590033056007968,0.4191290477473953,,,,,,,,6.625159088339296e-18,1.0,0.5014246010044042,,0.1217911236018636,,,,0.3392027728765047,,0.2247678305018144,0.7181005470294969,0.6064597667432521,0.9992155105252296,,0.0,0.7945987729681011,0.3984233456785975,,0.06140350877192983,,,,0.8790897569550861,0.5157542580631557,,0.05249328058585049,0.43354166941160666,,,,,,0.7925660038728571,0.7364805123011163,,,,,,0.0,0.4616212826047634,0.0,0.3802404939876504,0.5901162790697674,0.0,0.0,0.051859378503160185,,,,0.7188790560471977,0.8738378727883129,0.6330206221050225,0.01786313144515624,,0.08455344045785636,,,,,0.5279849827076457,0.12890625,,,0.022093981358107504,,0.8339415934276815,,0.08619572261827788,0.014687909611878441,0.004791293173200488,0.9714164745709986,,,,0.0048559146632701795,0.0,,0.8508137559247954,0.5196680030777556,,0.0,0.5413279908414425,,,0.9415384615384614,,,,,0.058815501889586536,,,0.4522496403051526,0.0,0.5356180160950184,0.7388333922107926,0.004418308356058896,0.0,0.6393175227995119,,0.5065659881812213,0.0,,0.0027454423616062274,0.0,0.9861153501259368,0.4969040247678019,0.3180053000419653,,0.5825908938267949,,,0.7499653988987413,,,,0.0065828781642206895,0.002209194861249417,0.0,,,0.4703795151016279,,0.9999999801725488,0.3987112351448858,0.023637204023005308,,0.3990929705215421,0.5724637681159421,,0.0,0.0,1.3527276350300092e-16,,,35.44438672302689
